id,slug,title,name,vanue,describe,date,surface,base,image.first,image.Second,image.Third,image.Fourth,content.first,content.second,content.third,content.fourth
58d767dfec5e4894c14a6008,case-study-of-the-month,"CASE STUDY OF THE MONTH ",case1,"ITL Public School, New Delhi","Design and install of an outdoor multi play area with tufted line marking for football, volleyball and badminton, along with a cricket wicket in the centre and a 180m running track.",March 2016,Tournament," Dynamic Base with sub-soil drainage",/images/case-study.jpg,/images/ITL4.jpg,/images/ITL5.jpg,/images/ITL12.jpg,"ITL Public School has, since its establishment, earned for itself a reputation for excellence in the field of education. The school had everything that made it one of the most recognized institutions in the city. However, the school lacked a proper dedicated playground for its students. This gave birth to a partnership between Altius Sports and the school whereby a world-class sporting facility was created so that the highly motivated students of the school could achieve not only academic success but also overall development of their personality.","This installation spread over 40,000 sq.ft., uses a medium pile, polyethylene surface with sand in-fill. TigerTurf Tournament is an excellent multi-purpose sports surface for schools, accommodating ball sports, athletics and all outdoor games. Presented in brilliantly clear colours, it is an economic turf for schools that is virtually maintenance free and extremely durable.",The base construction has been done in a manner that ensures both surface drainage as well as sub-soil drainage so that no playing hours are lost because of weather conditions.,"“The field is indeed a jewel in the crown of ITL Public School and will go a long way in enhancing the all-round development skills of its students in the years to come”, said Ajay Gulati, GM Sales, Altius Sports."
