id,slug,title,name,page_url,image.jumbotron_image,content.one,content.two,content.three,content.four
58ef479802cbca3c1adf6916,about-altius,ABOUT ALTIUS,About,/About_Us,/images/About_Cover.jpg,"Altius Sports & Leisure Pvt Ltd brings to India and SAARC nations the very best of indoor and outdoor sports’ surfaces that are maintenance-friendly, durable, high on player comfort and safety and lush and green all year through. With offices and warehousing facilities pan India and an in-house team that specializes in all verticals from design to building, Altius Sports helps you create world-class sporting infrastructure, converting dust bowls into arenas of dreams.","Our range includes synthetic turf, athletic tracks, polyurethane sports flooring, vinyl sports surfaces, and acrylic sports systems and sports tiles. The product range is all weather and suited for indoor and outdoor application requiring little to no maintenance. What is more, if you are constrained for space, we can even take your facility to the rooftop and create a world-class playground in the skies.","This extensive and complete range is accredited by all world-sporting bodies and we provide a comprehensive service that includes design, manufacture, construction, installation and maintenance.","At Altius, we call this the love of the sport!"
