id,slug,title,name,page_url,image.jumbotron_image,image.one,image.two,image.three,image.four,image.five,image.six,image.seven,heading.one,heading.two,content.one,description.one,description.two,description.three,description.four,description.five,description.six,description.seven,description.eight,description.nine,description.ten
58f0c1965728ecfc01d829e8,pay-and-play,PAY AND PLAY,Paynplay,/payandplay,/images/play/Play_Cover.jpg,/images/Altius-Lifestyle-logo.png,/images/Tiger-Play-Logo.jpg,/images/play/PP1_New.jpg,/images/play/PP2_New.jpg,/images/play/PP3_New.jpg,/images/play/PP4_New.jpg,/images/play/PP5_New.jpg,ABOUT ALTIUS LIFESTYLE,TIGER PLAY VENUES,"To help you interact with the environment better, Altius Lifestyle has come into the fore to literally provide a level playing field for all. With special emphasis on a world-class product, coupled with facilities that are bespoke in nature, Altius Lifestyle has raised the bar of the venue and sport alike to bring to you the best in futsal and box-cricket.","Tiger play, Citi Mall, Andheri Link Road, Andheri West, Rooftop, Mumbai","Tiger Play, Ishanya Mall, Opp. Golf Course, Off Airport Road, Yerwada, Pune","Tiger Play, Lokhandwala, Garden No. 17, Between Highland Park and Premium Tower, Lokhandwala, Andheri West, Mumbai","Tiger Play, PDSA, Sports Complex, Swami Vivekananda Road, Sundar Nagar, Malad West, Mumbai","Tiger Play, Vasant Vihar, The Football Link, Farm House No. 25, Green Avenue, Vasant Kunj, New Delhi","For Bookings, Contact: +91 9167777678","For Bookings, Contact: +91 8007011511","For Bookings, Contact: +91 9167777678","For Bookings, Contact: +91 9004414522","For Bookings, Contact: +91 7531882767, +91 8881875490"
